146708;44.0
155604;74.0
177396;84.0
198428;88.7
219984;91.8
241168;93.8
262328;95.4
283660;96.3
305236;97.3
325328;97.9
346248;98.4
432484;99.0
434596;99.3
435256;99.6
436048;99.9
436708;100
437500;100
438292;100
438956;100
439748;100
440408;101
441200;96.8
441860;97.1
442652;97.4
443312;97.6
444104;97.8
444896;98.0
445556;98.2
446348;98.4
447008;98.6
447800;98.8
448592;99.0
449252;99.1
450044;99.2
450836;99.3
451632;99.5
452424;99.6
453084;99.7
453876;99.8
454668;99.9
455460;100
456120;100
456912;100
457704;100
458364;100
459156;100
459948;98.4
460608;98.6
461400;98.7
462192;98.8
462984;98.9
463776;99.0
464568;99.0
465360;99.1
466152;99.2
466944;99.3
467736;99.4
468528;99.4
469320;99.5
470244;99.6
471036;99.6
471828;99.7
472620;99.8
473544;99.8
474336;99.9
475132;100
475924;100
476716;100
477376;100
478168;100
478960;100
479624;99.0
480416;99.0
481208;99.1
482000;99.1
482660;99.2
483452;99.3
484244;99.3
485036;99.4
485828;99.4
486620;99.5
487280;99.5
488072;99.6
488864;99.6
520628;99.7
582840;99.7
644140;99.8
703564;99.8
764628;99.9
824976;99.9
882244;100
940208;100
998284;100
1058532;100
1115964;100
1152068;100
1185084;99.2
1217556;99.3
1217556;99.3
1217556;99.3
1217556;99.4
1218348;99.4
1219140;99.5
1219932;99.5
1222776;99.5
1222776;99.6
1222776;99.6
1222776;99.7
1222776;99.7
1222776;99.7
1222776;99.8
1222776;99.8
1223040;99.8
1223304;99.9
1223568;99.9
1224096;99.9
1225020;100
1225812;100
1226736;100
1227528;100
1228320;100
1228980;100
1229508;99.4
1230300;99.4
1231224;99.5
1232016;99.5
1232940;99.5
1233732;99.6
1234524;99.6
1235712;99.6
1236504;99.6
1237428;99.7
1238220;99.7
1239012;99.7
1239936;99.8
1240728;99.8
1241520;99.8
1242708;99.9
1243632;99.9
1244424;99.9
1245216;99.9
1246140;100
1246932;100
1247856;100
1248252;100
1248648;100
1249044;100
1249044;100
1277372;99.5
1285072;99.5
1285072;99.5
1285600;99.6
1286524;99.6
1287316;99.6
1288108;99.7
1288900;99.7
1289296;99.7
1289296;99.7
1289296;99.8
1290968;99.8
1301952;99.8
1302876;99.8
1303668;99.8
1304460;99.9
1305384;99.9
1306176;99.9
1307100;99.9
1307628;100
1307892;100
1307892;100
1316172;100
1316172;100
1316172;100
1316832;99.5
1317624;99.6
1318548;99.6
1319340;99.6
1319868;99.6
1320000;99.7
1325140;99.7
1325140;99.7
1325272;99.7
1326064;99.8
1326988;99.8
1327780;99.8
1328572;99.8
1328968;99.8
1333940;99.9
1333940;99.9
1333940;99.9
1333940;99.9
1334600;99.9
1335524;100
1336316;100
1340188;100
1338704;100
1339496;100
1340420;100
1341212;99.6
1342136;99.6
1342928;99.6
1343720;99.7
1343984;99.7
1344248;99.7
1365432;99.7
1365432;99.7
1365432;99.8
1365432;99.8
1365564;99.8
1366356;99.8
1367148;99.8
1367676;99.9
1367676;99.9
1367676;99.9
1380424;99.9
1386020;99.9
1386020;99.9
1386020;100
1386152;100
1386944;100
1387868;100
