139836;31.0
156852;67.5
178464;79.3
199556;85.5
221412;89.2
243036;91.6
287824;93.4
289144;94.7
290596;95.7
292048;96.6
293368;97.2
294820;97.8
296272;98.3
297724;98.7
299176;99.0
300628;99.3
339012;99.6
402200;99.8
466064;100
530216;100
588524;100
623208;100
634132;100
635984;100
635984;101
635984;101
637040;97.6
638624;97.8
640076;98.0
641924;98.2
643640;98.4
645356;98.5
647072;98.7
648388;98.8
665492;99.0
667208;99.1
668904;99.2
674828;99.4
676280;99.5
680540;99.6
681596;99.7
684060;99.8
685776;99.9
687948;100
689532;100
691676;100
693128;100
703152;100
704340;100
705656;100
714368;100
715028;98.7
722424;98.8
722556;98.9
727824;99.0
728088;99.1
732428;99.1
732824;99.2
736656;99.3
737052;99.4
743924;99.4
744848;99.5
745640;99.6
753400;99.6
754588;99.7
761948;99.8
762872;99.8
769004;99.9
769664;100
774612;100
775404;100
778692;100
780408;100
786220;100
786220;100
787540;100
794148;99.1
795072;99.1
801108;99.2
802824;99.3
809036;99.3
809960;99.4
817144;99.4
817144;99.5
821636;99.5
822296;99.6
828108;99.6
828372;99.7
833956;99.7
835016;99.8
839904;99.8
842228;99.9
843284;99.9
849776;99.9
850700;100
856968;100
857628;100
863280;100
864072;100
869388;100
870180;100
875876;99.3
876668;99.3
883084;99.4
883480;99.4
890132;99.5
890660;99.5
896312;99.5
897632;99.6
903300;99.6
904224;99.7
909472;99.7
910660;99.7
917380;99.8
917380;99.8
922644;99.8
923700;99.9
930412;99.9
931496;99.9
936356;100
940448;100
943256;100
947724;100
950088;100
955660;100
956452;100
961568;100
963020;99.4
968372;99.5
969692;99.5
974952;99.5
976536;99.6
984036;99.6
984036;99.6
988744;99.7
990064;99.7
995232;99.7
996552;99.7
1001916;99.8
1005408;99.8
1008728;99.8
1014500;99.9
1015424;99.9
1021764;99.9
1022160;99.9
1029212;100
1029212;100
1035316;100
1035448;100
1041804;100
1043156;100
1047540;100
1054164;100
1054296;99.5
1061176;99.6
1061176;99.6
1067304;99.6
1067700;99.6
1074304;99.7
1074304;99.7
1080708;99.7
1087128;99.7
1086588;99.8
1092876;99.8
1093272;99.8
1100316;99.8
1100316;99.9
1106356;99.9
1110248;99.9
1112724;99.9
1117844;100
1118768;100
1125988;100
1125988;100
1131256;100
1135952;100
1137536;100
1142676;100
1144128;99.6
1149692;99.6
1154692;99.6
1156248;99.7
1162824;99.7
1162956;99.7
1170208;99.7
1173544;99.7
1177040;99.8
1183300;99.8
1183300;99.8
1187708;99.8
1193756;99.9
1193880;99.9
1201516;99.9
1201516;99.9
1208296;99.9
1211788;100
1212712;100
1219336;100
1219336;100
1226772;100
1232716;100
1232716;100
1237536;100
1243872;99.6
1243872;99.6
1251788;99.7
1254272;99.7
1256052;99.7
1262828;99.7
1262828;99.7
1267676;99.8
1275744;99.8
1275744;99.8
1279628;99.8
1286896;99.8
1286896;99.9
1294592;99.9
1299576;99.9
1299576;99.9
1305072;99.9
1312952;99.9
1312952;100
1317724;100
1323388;100
1323388;100
1330532;100
1335776;100
1335776;100
1343084;99.7
1345872;99.7
1346796;99.7
1353352;99.7
1361044;99.7
1363528;99.7
1365720;99.8
1371068;99.8
1377240;99.8
1377240;99.8
1384652;99.8
1387824;99.8
1388352;99.9
1395480;99.9
1401664;99.9
1401864;99.9
1408504;99.9
1414572;99.9
1417240;100
1417636;100
1423152;100
1430152;100
1435116;100
1435116;100
1441824;100
1446768;100
1452004;99.7
1452532;99.7
1460904;99.7
1465772;99.7
1473024;99.8
1473024;99.8
1475660;99.8
1482708;99.8
1486056;99.8
1494572;99.8
1494572;99.9
1498800;99.9
1505840;99.9
1511732;99.9
1515712;99.9
1515852;99.9
1523084;99.9
1528648;100
1534320;100
1539984;100
1539984;100
1543896;100
1549956;100
1554464;100
1562892;100
1568528;99.7
1568528;99.7
1574124;99.8
1577912;99.8
1585660;99.8
1590848;99.8
1596596;99.8
1602160;99.8
1604052;99.8
1609080;99.8
1610744;99.9
1618576;99.9
1624264;99.9
1629760;99.9
1635256;99.9
1638864;99.9
1646604;99.9
1651696;100
1657328;100
1662744;100
1664472;100
1671676;100
1679208;100
1682496;100
1687872;100
1695196;99.7
1698596;99.7
1706280;99.8
1711264;99.8
1716792;99.8
1722144;99.8
1723456;99.8
1728884;99.8
1737860;99.8
1743332;99.9
1748620;99.9
1751852;99.9
1755744;99.9
1762372;99.9
1770788;99.9
1775888;99.9
1781500;99.9
1790312;100
1796076;100
1798964;100
1809200;100
1814404;100
1822040;100
1825048;100
1829988;100
1838020;99.8
1843072;99.8
1852300;99.8
1858244;99.8
1866052;99.8
1868868;99.8
1876284;99.8
1883672;99.8
1888648;99.8
1900860;99.9
1908076;99.9
1916060;99.9
1921000;99.9
1928540;99.9
1933456;99.9
1946448;99.9
1953808;99.9
1962216;99.9
1970704;100
1971704;100
1984736;100
1995020;100
2003864;100
2009444;100
2015268;100
2024092;99.8
2037084;99.8
2045352;99.8
2061348;99.8
2070188;99.8
2075936;99.8
2092176;99.8
2103532;99.8
2114880;99.9
2126532;99.9
2140680;99.9
2158388;99.9
2161212;99.9
2161212;99.9
2161212;99.9
2161212;99.9
2161212;99.9
