151616;96.0
172956;100
200408;101
240756;102
305500;102
322760;88.0
325664;90.0
334636;91.5
341352;92.7
348312;93.8
355704;94.6
361300;95.3
369044;96.0
375924;96.4
383244;96.9
389360;97.3
396388;97.7
404336;98.1
411884;98.3
419148;98.6
425296;98.8
432668;99.0
440508;99.2
447892;99.4
455432;99.6
462968;99.8
470376;99.9
477808;100
485392;100
493548;100
502000;97.3
509644;97.5
516760;97.8
526408;97.9
533916;98.1
541332;98.2
549900;98.4
558928;98.5
566312;98.6
575224;98.8
585404;98.9
593380;99.0
600608;99.1
609548;99.2
619652;99.3
629580;99.4
639480;99.5
647360;99.6
658648;99.7
666496;99.8
676912;99.9
688512;99.9
699116;100
709264;100
718688;100
731748;98.5
743188;98.6
755196;98.7
767344;98.8
779588;98.9
794456;98.9
808912;99.0
822656;99.1
838484;99.2
850544;99.2
850544;99.3
